word,meaning,short definition,long definition,url
adventitious,associated by chance and not an integral part,"Adventitious is a word you use to talk about things that ""just kind of happen,"" not because you are trying to do them, but because they just come along.","Christopher Columbus's stumbling upon the Caribbean while searching for a new route to India was adventitious. When you make an adventitious rhyme while speaking, you might hear, ""You're a poet, you didn't know it, your long feet show it.""",https://www.vocabulary.com/dictionary/adventitious
advocate,"a person who pleads for a person, cause, or idea","An advocate (AD-və-kit) is someone who supports a cause, like an advocate for outdoor recess. Advocate (AD-və-kate) is also a verb meaning to speak in favor of, so you can advocate for that outdoor recess by urging your school to play outside!","As a noun, an advocate is a person who represents another person’s interests, like a lawyer does. In fact, the word comes from the courtroom — it’s from Latin advocare, to “add” a “voice.” To advocate is to add a voice of support to a cause or person. An advocate is anyone who adds that voice by representing another person in court, or by supporting or working toward a particular course of action.",https://www.vocabulary.com/dictionary/advocate
affidavit,written declaration made under oath,"If you make a written statement to the police or another recognized authority like a notary public that you swear is the truth, the whole truth, and nothing but the truth, what you've put down on paper is an affidavit.","We get the noun affidavit from the Latin affidare, which means ""to pledge."" When you state something in an affidavit, you're pledging to the powers that be that you're not lying. The word usually appears in legal settings; if you watch a lot of cop shows or courtroom dramas, it probably rings a bell. ""According to the affidavit, Mrs. Smith told police she found the burglar in her closet wearing her most expensive pair of shoes.""",https://www.vocabulary.com/dictionary/affidavit
affiliate,join in a social or business relationship,"An affiliate is a subordinate group or organization associated with a larger group or organization. For example, the American broadcasting company NBC has hundreds of affiliate stations around the country.","Affiliate comes from the Medieval Latin term affiliat, meaning ""adopted as a son,"" though it's unlikely NBC sees its affiliate companies in quite that way. The word can also be used to describe someone who simply hangs out with someone else a lot, or keeps company with them regularly, whether for business or not.",https://www.vocabulary.com/dictionary/affiliate
affliction,a state of great suffering and distress due to adversity,"An affliction makes you suffer, but you have to deal with it anyway. Diseases are often said to be afflictions, but the word can mean just about anything that causes great suffering.","The word afflict, which makes up the first part of the word, means to cause this type of trouble. ""Tom liked to afflict pain on his brother. His brother considered Tom just one more affliction he had to bear."" The word can also be used as an exaggeration of something that isn't so bad––""Homework is often seen as an affliction by students and parents alike.""",https://www.vocabulary.com/dictionary/affliction
afford,provide access to,"To afford means you have enough money or time for something. If you only have ten dollars on you, you can't afford to buy a twenty-dollar hat.","Afford is a verb that has to do with means. You either have a surplus and therefore can afford something, or else you have a deficit and can’t. It can be in the monetary sense: ""$100 for cashmere socks? I can’t afford that!” It can also refer to time: “Since my train wasn't scheduled to leave for another hour, I could afford to wait for my sister ten more minutes.” Or even access: “The castle walls afforded a wonderful view of the moat.”",https://www.vocabulary.com/dictionary/afford
affront,a deliberately offensive act,"An affront is an action that causes offense. If someone blows smoke in your face after you've asked him to put out his cigarette, you would consider it an affront.","Affronter was an old French word meaning ""to confront"" or ""slap in the face."" It's from the Latin, ad frontem, meaning ""to the face."" Sure, a slap in the face would still be considered an affront, but other non-physical actions would also count. Some would even call a misplaced apostrophe an affront to the English language. Don't confuse affront with effrontery, which means ""presumptuousness.""",https://www.vocabulary.com/dictionary/affront
aftermath,"the consequences of an event, especially a catastrophic one","The aftermath of a car crash might include a broken fender, a sprained rib, and a lecture from a police officer. The consequences of an unpleasant event make up its aftermath.","The math in aftermath does not refer to adding or subtracting numbers, rather it is related to a Germanic word for mowing, or harvest. If you have been mowed down by a class of excited first graders, the aftermath might be a bruised knee, a headache from all of the squealing, and red face from embarrassment.",https://www.vocabulary.com/dictionary/aftermath
aggrandize,"embellish; increase the scope, power, or importance of","If you are a window washer, but you refer to yourself as a ""vista enhancement specialist,"" then you are aggrandizing your job title — that is, making it sound greater than it is.","The verb aggrandize not only means ""to make appear greater""; it can also be used to mean simply ""to make greater."" If you buy an estate and sink millions of dollars into its improvement, then you are actually aggrandizing the estate. If you are making yourself seem greater, then people may say you are ""self-aggrandizing.""",https://www.vocabulary.com/dictionary/aggrandize
aggrieve,cause to feel distress,"To aggrieve someone is a lousy thing to do. Not sure why? See the ""grieve"" in there, and you'll see why. It means to bring someone sorrow.","Which one of us is the aggrieved party? Well, considering it was you who let your pigs run roughshod over my lawn, I think it's clear that it's you who aggrieved me. Or, to put it another way, I've been aggrieved by you and your horrible hogs. When you're talking about interpersonal issues, to aggrieve someone is to hurt their feelings, but in the legal sense, it means something slightly different: it's not feelings that are hurt when one is aggrieved, but one's rights.",https://www.vocabulary.com/dictionary/aggrieve
aghast,"struck with fear, dread, or consternation","Would you be aghast, or shocked, to find out that your friends believe in ghosts, or would you share their frightened, or aghast, looks when a floating white being hovers over the campfire?","Aghast comes from Old English gasten, ""frighten,"" which comes in turn from gāst, ""ghost."" If you've seen a look of absolute shock or terror on someone's face — like when your mom (or dad) sees a mouse — you can describe the look with the adjective aghast. If someone says ""You should have seen the look on your face!"" after sneaking up on you, you probably looked aghast yourself. ""Boo!""",https://www.vocabulary.com/dictionary/aghast
alchemy,a pseudoscientific forerunner of chemistry in medieval times,"If your favorite but perpetually losing team picks up a couple of new players and the result is suddenly an unbeatable combo, that's alchemy — any seemingly magical act involving the combining of elements into something new.","In medieval times alchemy meant the mysterious science of trying to convert one form of matter into another using fire, potions, spells, and all kind of other tricks. Alchemists often got a bad rap for their obsession with trying to turn base metals into gold, but in fact true alchemy was concerned with a far loftier ideal — that of finding a ""universal elixir"" that could overcome death.",https://www.vocabulary.com/dictionary/alchemy
alienate,arouse hostility or indifference in,"When you alienate people, you make them stop liking or caring about you. Show up at a conference of cat lovers with a sign around your neck that says, ""I hate kittens,"" and you'll learn firsthand what that means.","Back in the days of Latin, before the word alien came to mean little green men from outer space, it described something or someone that was foreign or different or not known: an alien custom, an alien nation. When you alienate people, you make them WISH you were an alien, or at least that they could send you to the moon.",https://www.vocabulary.com/dictionary/alienate
allegiance,the act of binding yourself to a course of action,"Every second grader knows how to pledge allegiance to the flag, but do you think they realize when they place their right hand over their hearts that they're expressing loyalty to what we call the ""Red, White, and Blue""?","You can pledge your allegiance to a flag or swear your allegiance to a government or cause. Either way you're expressing your commitment and devotion in the firmest sense of the word. The liege in allegiance comes from the Old French word meaning ""lord and master,"" which is who you would have been swearing your allegiance to if you'd been a servant in France centuries ago.",https://www.vocabulary.com/dictionary/allegiance
allegory,a short moral story,The figurative style known as allegory has nothing to do with alligators — unless you're telling a story where alligators represent evil forces snapping at humanity.,"An allegory is like a metaphor on steroids: a writer tells a fictional story where everything and everyone in it is supposed to represent a deeper meaning. Using a plain old metaphor, you might call death ""the grim reaper,"" but an allegory might build a whole tale of how the grim reaper goes around in a black cloak and informs people of their impending doom. Aesop's Fables are allegories, with animals taking the place of different human character types — though Aesop never wrote an allegory about an alligator.",https://www.vocabulary.com/dictionary/allegory
allot,"administer or bestow, as in small portions","When you allot something, you are giving out portions: “Becky was able to allot five snacks per employee, but in the afternoon some workers sneaked back into the break room for more.”","Be careful not to mistake allot for “a lot” (a large number), which has a similar spelling and the same pronunciation. Use the verb allot when you need to describe the act of assigning portions of something — be it snacks, time, or blame. The word is often used in the sense of an official group, such as a government or a corporation, dividing up and distributing small portions of something desirable, such as funding, shares, or land: “Zenitech Corporation was able to allot land rights to four groups in the area.”",https://www.vocabulary.com/dictionary/allot
altercation,a noisy quarrel,"Altercation is a nicer word for ""quarrel,"" which is a nicer word for ""fight.""","Fight is a simple, effective one-syllable word, while quarrel is a softer, two-syllable word, and altercation is a very civilized-sounding four-syllable word for the same uncivilized thing: a noisy argument between angry people. Someone who gets a black eye fighting for a parking spot might — after cooling down — describe the incident as an altercation rather than as a knock-down, drag-out brawl.",https://www.vocabulary.com/dictionary/altercation
amass,collect or gather,"Amass means bring together or assemble. It can be a real shock to enter a room and see your amassed friends shouting ""Surprise!""","Although the word amass should not be confused with ""a mass,"" as in the thing you never want to hear has been found on your lung, they both derive from the Latin massa ""lump."" When you think about it, this makes sense. Whether soldiers or cancer cells, things that come together to form a whole — in this case, a tumor or an army — are amassed.",https://www.vocabulary.com/dictionary/amass
anathema,a formal ecclesiastical curse accompanied by excommunication,Something that one absolutely and positively cannot stand is anathema. Garlic is anathema to vampires (ditto for stakes and daylight). So is kryptonite to Superman or a silver bullet to a werewolf.,"Originally the term anathema comes from the Catholic practice of denouncing a particular individual or idea that was antithetical to the Catholic Church. If done to a person, it excommunicated them, meaning they could no longer partake in the church's sacraments (with presumably pretty poor consequences for the soul.) That's a lot worse than kryptonite.",https://www.vocabulary.com/dictionary/anathema
ancillary,furnishing added support,If you use the adjective ancillary to describe your position you are subordinate or supporting something or someone else.,"The adjective ancillary originally meant ""relating to maidservants"" from the Latin, but the element of a female servant has fallen away and now the word merely refers to a position as helpful or subordinate. An example of how something in medicine can be ancillary is after you have surgery you may also take a drug to aid healing — the drug would be considered ancillary to the surgery. One could also argue that in the United States the vice-president takes an ancillary role to the president.",https://www.vocabulary.com/dictionary/ancillary
angst,an acute but unspecific feeling of anxiety,"Angst is a feeling of anxiety and frustration that isn't specific. People often feel angst about the state of the world, or about the state of their homework.","Angst is anxiety that is mixed with frustration and negativity. Angst often doesn’t have a specific target: people feel angst in general. Teenagers are known for their angst, which is shown when they act miserable about nothing in particular. Often, angst refers to philosophical displeasure with world events or personal freedom. An angst-filled person is dissatisfied and unhappy.",https://www.vocabulary.com/dictionary/angst
annex,attach to,"An annex is an extension of or an addition to a building. A small room off of a main room is an annex, and attics are another type of annex.","As a noun, an annex is part of a building or an addition to a main structure, or it can be an attachment, as in ""an annex to the current plans."" When used as a verb, the word means something a little different. Sometimes annex is used as a nice word for ""take"" or ""grab,"" as when Nazi Germany took the Sudetenland from Czechoslovakia in 1938 and added it to their own territory. In order to annex something to what is yours, you have to take it away from someone else.",https://www.vocabulary.com/dictionary/annex
annuity,income from capital investment paid regularly,"An annuity is money that comes from an investment and is paid out regularly over a fixed period of time. You can buy an insurance policy that is an annuity, or you can choose an annuity as one of your retirement fund options.","The noun annuity is from the Latin word annus, meaning ""year."" Indeed, annuities typically pay out on a year basis, although other terms are possible. If you win a large amount of money in the lottery, you can usually choose to take a lump-sum payment or smaller payments paid every year over some term, like 20 or 25 years. Figuring out which payment plan is best for you would be a nice problem to have!",https://www.vocabulary.com/dictionary/annuity
antedate,be earlier in time than,"When things antedate something else, they come before it, or happen earlier than it does. World War I antedates World War II.","Another way to say antedate is precede or predate. It's common to find the word antedate when people talk about history, for obvious reasons. Papyrus antedates modern paper, and paper antedates the desktop computer, which antedates the smartphone and tablet. Your parents' birth antedates your own, and your great-grandparents' lives antedate both yours and your parents'. In Latin, the prefix ante means ""before.""",https://www.vocabulary.com/dictionary/antedate
anterior,of or near the head end or toward the front plane of a body,"The anterior of anything is the front — in humans, it's the area toward the head of the body, opposite of the posterior. Anterior can also refer to something that came before, as in ""anterior to the discovery of vaccines.""","The word anterior is one of those words that are spelled the same in English today as they were in their Latin origins. It still has the same meaning — ""former"" or ""before."" You can remember that by remembering that the prefix ante- means ""before."" Emily Dickinson once wrote, ""Love is anterior to life, posterior to death, initial of creation, and the exponent of breath.""",https://www.vocabulary.com/dictionary/anterior
anthology,a collection of selected literary passages,A collection of writings is an anthology. The heavy textbooks that span the literature of an entire culture and that school children transport in over-sized backpacks with wheels? Those are anthologies.,"An anthology used to be just a collection of poetry, and the word came from the 17th-century Greek word anthologia for ""flower gathering"" or ""collecting."" A contemporary anthology can include anything from classic literature to rap music lyrics. Often an anthology focuses on one type, or genre, of writing, as in an anthology of horse riding haikus, or even an anthology of writings on writing. However, sometimes textbook-style anthologies — like Global Literature — will ambitiously try to include works from writers throughout the ages and from throughout the world.",https://www.vocabulary.com/dictionary/anthology
anthropomorphic,suggesting human features for animals or inanimate things,"Your favorite TV shows when you were a toddler probably had anthropomorphic characters like Thomas the Tank Engine or Arthur, who are non-human, but have human characteristics, such as human faces and the ability to talk.","You may have heard of anthropology, the study of human beings. Like anthropomorphic, it derives from the Greek word anthrōposi, which means ""human being."" One thing human beings like to do is anthropomorphize animals and inanimate objects. If that sounds fancy, just think about a kindergarten student putting a smiley face on his drawing of a sun.",https://www.vocabulary.com/dictionary/anthropomorphic
antipodal,relating to the antipodes or situated at opposite sides of the earth,"When things directly oppose each other, they're antipodal. Geographers use antipodal for places that are on the exact opposite sides of the earth from each other.","Parts of Spain are antipodal to New Zealand — in other words, if you drew a line straight through the center of the earth, you could connect those two countries. The Greek root of antipodal is antipous, ""with feet opposite ours."" You can also use this adjective figuratively to mean ""opposed."" If you and your brother couldn't be more different (you like vanilla, he prefers chocolate; you're a dog person, he loves cats), the two of you are antipodal.",https://www.vocabulary.com/dictionary/antipodal
antiquity,extreme oldness,"If you find an antiquity, call a museum: you just found something very old. Antiquity can also mean the idea of oldness.","The word antique should be a clue to the meaning of this word, which refers to things that are extremely old or ancient. This isn't grandparent old — this is really old, like hundreds or even thousands of years old. People also use this word to compare old ways of doing things to new ways: you could say an old-fashioned idea is an antiquity that goes against modernity (newer ideas and ways of doing things). Antiquity can also mean the time before the Middle Ages.",https://www.vocabulary.com/dictionary/antiquity
aperture,a natural opening in something,"An aperture is an opening, usually a small one. “If you can thread the silk through that aperture and pull it out the other side, we can knot it and create a loop.”","The most common place you’ll find aperture is when you’re talking about cameras or photography. In that case, an aperture refers specifically to the hole or opening in the lens that lets light through, which you can adjust (with the f-stop) to let in more or less light, resulting in a shallow or deep range of focus. A large aperture means only one tiny point of the photo will be in sharp focus, while a small aperture means that much of the background as well as the foreground will be in focus.",https://www.vocabulary.com/dictionary/aperture
apex,the highest point of something,"When there's no mountain left to climb and nothing but blue sky above, you know you've reached the highest peak — the apex.","Apex can mean the highest point in a literal sense, like climbing to the apex of the Eiffel Tower for a fabulous view of Paris. It also can be used to mean the highest point in a figurative sense. An actor who wins an Oscar can say she's reached the apex of her career. If you're describing more than one high point, you could add an -es to form the plural apexes, but apices would also be correct. And if you're a botanist, you'd probably use apex to describe the tip of a flower or leaf.",https://www.vocabulary.com/dictionary/apex
apogee,the farthest point in an orbit around the Earth,"For an object in orbit around the earth, the apogee is the point that is highest or farthest from the earth. Early satellites had low apogees, so it wasn’t long before they burnt up in the atmosphere.","Apogee comes from two Greek words meaning “away” and “earth,” so it’s specific to things orbiting the earth. If you’re talking about something orbiting the sun, the equivalent word is aphelion, “away” + “sun."" Because apogee denotes the highest point something reaches in an orbit before falling back, it can also figuratively refer to other highs. For example, ""Child stars sometimes reach their apogee by 20, and there's nowhere to go but down from there.""",https://www.vocabulary.com/dictionary/apogee
apoplexy,a loss of consciousness from the lack of oxygen in the brain,"Apoplexy is a sudden and often fatal fit resulting from blood vessels bursting in the brain. The 19th century character Madame Bovary became a widow because of it. Today, we generally call it ""a stroke,"" but apoplexy sounds way better.","Although apoplexy as a specific medical term is not such a common term now, the word apoplectic certainly is, meaning furious and red-faced with uncontrollable rage (so called because its symptoms of flushed red face and loss of bodily control mimic those of apoplexy). Often used humorously — apoplectic is how you might describe your parents when they see your grades — though there's nothing funny about a real apoplectic fit.",https://www.vocabulary.com/dictionary/apoplexy
apostasy,"rejecting your religious beliefs, political party or cause","If your lifelong Republican-voting grandfather suddenly decides to register as a Democrat, some of his conservative friends may consider his change in politics to be apostasy, or rejecting what has been a strong belief and adopting a new one.","When you abandon a set of beliefs, especially when they're religious beliefs, you can be accused of apostasy, which in some countries is actually illegal. It's taken seriously by many churches, since the rejection of a church's ideas can be seen as a criticism of the entire organization. Over time, the meaning of apostasy has grown to include non-religious examples, like your grandfather's political switch.",https://www.vocabulary.com/dictionary/apostasy
appalling,an experience that shocks or offends,"Something that is appalling is awful or horrible, causing dismay or disgust. It's definitely not appealing.","Like so many things, people have different opinions on what is appalling. Most people find the idea of children living in poverty appalling. Just about everyone thinks a vicious ""sport"" like dog-fighting is appalling. If you're rich, paying a lot of taxes might be appalling. A football announcer might say that a sloppy play was appalling. Your parents might say the state of your room is appalling. This word can fit just about any situation that disgusts you.",https://www.vocabulary.com/dictionary/appalling
apparition,a ghostly appearing figure,"If you see something you think might be a ghost, you can call it an apparition to hedge your bets. Apparition doesn't commit you in the same way the word ghost does—and saying that you've seen one won't cause you to be committed.","Deriving from the Latin apparere ""appear,"" apparition was first used in 1520 in a religious context, referring to the moment when the three wise men appear before the infant Jesus in the Bible. Later, apparition came to include the appearance of ghosts, or ghostly figures. It can also mean a memory so vivid it's like seeing a ghost.",https://www.vocabulary.com/dictionary/apparition
appellation,identifying words by which someone or something is called,Appellation means the name or title by which someone is known. Mark Twain is the famous appellation by which everyone remembers author and humorist Samuel Clemens.,"An appellation is what people call a person or thing — essentially, its name or title. George Herman Ruth's parents may have known him as George, but the rest of the world knew this famous slugger by his appellation, Babe. If you use the word appellation in a discussion of wine, you'd mean the name of the region or vineyard where the wine originated. Champagne is an appellation for the bubbly white wine that comes from the Champagne region of France.",https://www.vocabulary.com/dictionary/appellation
appendage,a part that is joined to something larger,Use the noun appendage to describe something that’s attached to something larger. Your arm is an appendage to your body.,"Appendage often describes body parts, either on humans or animals. If it’s something that sticks out — like a finger, tail, or leg — chances are it can be called an appendage. The word can also be used figuratively to refer to something that’s associated with something larger or more important, like a husband who’s a mere appendage to his famous wife. In this sense, the word takes on a negative connotation: the appendage is not important.",https://www.vocabulary.com/dictionary/appendage
apportion,distribute according to a plan or set apart for a special purpose,,,https://www.vocabulary.com/dictionary/apportion
apposite,being of striking appropriateness and pertinence,"Something apposite is fitting or relevant. It is apposite that radio stations play Christmas carols on Christmas Eve, and that your tax accountant takes vacation after April 15th. It all makes sense.","The adjective apposite is derived from the Latin terms appositus and apponere. Ponere means to place, and thus apponere is ""well-placed or well-put."" Don't confuse apposite with opposite; they have almost opposite meanings!",https://www.vocabulary.com/dictionary/apposite
appraise,"estimate the nature, quality, ability or significance of","When you buy a house someone will need to appraise its value before you can get a mortgage. To appraise something is to figure out its worth in the marketplace, on the field, or in the world of ideas.","To appraise the value of a friendship is difficult, but to appraise the value of your grandfather’s pocket watch — just go to the pawn shop. The verb appraise comes from the Late Latin word appretiare, which means “value” or “estimate.” You can appraise your chances of marrying royalty, which are probably slim. You can also appraise the value of a quarterback on your fantasy football team by looking at the statistics for his completed passes.",https://www.vocabulary.com/dictionary/appraise
apprise,inform somebody of something,"To apprise someone about something is to fill them in, to give them the scoop. If someone in your immediate family wins the mega-bucks lottery, you want to be the first one to be apprised of that event!","Don't confuse the verbs apprise and appraise. Appraise means to determine the value of something — either its quality or its monetary worth. Apprise, on the other hand, means to inform or make aware. This word has a rather formal, weighty tone. Presidents get apprised of foreign affairs, but you will most likely not get apprised of weather conditions or dinner plans.",https://www.vocabulary.com/dictionary/apprise
appurtenance,a supplementary component that improves capability,"Something that is an accessory to something but not an integral part of it is an appurtenance. If you buy a car, you may want to purchase a few appurtenances for it, like an ice scraper and fuzzy dice to hang from your rear view mirror.","The noun appurtenance does not only refer to tangible objects, such as appurtenances of a certain lifestyle. It can also mean equipment or gear for a certain task. By the time you fill your locker with all the appurtenances of a high school student, you won't have room for a coat. Perhaps the appurtenances you should invest in are heavy sweatshirts.",https://www.vocabulary.com/dictionary/appurtenance
apropos,"of a suitable, fitting, or pertinent nature","Apropos means regarding or appropriate to, as in: Apropos of your interest in fishing, your grandfather gave you his set of championship lures, rods, reels and lucky tackle box.","Apropos is a useful word to learn. But first you have to know how to pronounce it: AP-rə-pō. Then you can conveniently change the subject of a conversation by using the expression ""Apropos of nothing,"" which is a glib way of saying, ""Oh, and by the way..."" If someone's remarks are suitable and appropriate to the occasion, you can get on their good side by saying: How apropos!",https://www.vocabulary.com/dictionary/apropos
apt,being of striking pertinence,"Something apt is perfectly appropriate, clever and well-suited to the matter at hand. If your room is small and dark, “cave-like” would be an apt description.","The wee cousin of aptitude, apt has the same root meaning of ""strength and ideal appropriateness."" An apt description or nickname is one that’s just right. Apt can also be used in the form ""to be apt to"" meaning ""to be likely to"" do something. You’re apt to use this word more now that you know precisely what it means!",https://www.vocabulary.com/dictionary/apt
arcade,a structure composed of arches supported by columns,"An arcade is a structure made by enclosing a series of arches and columns. The word's roots go back to the Latin word ""arcus,"" which means arc or bow.","An arched, covered passageway with shops or stalls on the sides is also called an arcade and was a precursor to the shopping mall. The Burlington Arcade in London opened in 1819 and was the first shopping arcade of its kind in Britain. It still exists and is the longest covered shopping street in England. As more of these shopping arcades opened, they also began offering games and eventually the word's meaning came to include video arcades, where you can play coin-operated games.",https://www.vocabulary.com/dictionary/arcade
archipelago,a group of many islands in a large body of water,"Now here's a word, archipelago, that is super-specific: it means a group of many islands. Wouldn't it be great to build your dream house in the Galapagos archipelago?","It seems that archipelago came from the Italian Arciplago, the name for the Aegean Sea, which is full of many many islands. Somehow that became the word for any sea that is chock-full of islands. You can also use archipelago to indicate some other grouping that involves neither islands nor water but is similar to them. Your little sister might create an archipelago of Lego buildings on your living room carpet.",https://www.vocabulary.com/dictionary/archipelago
archive,a depository containing historical records and documents,"An archive is a collection of older things — documents, books, movies, or something else — that's meant to preserve them. Archives tell us about history.","An archive involves old stuff — specifically, a collection of old stuff, often put together by a librarian. Newspaper archives collect old newspapers, usually all copies of a paper from a certain date onward. There are movie and music archives. Most museums have many types of archives within them. And it's always a good idea to keep an archive of important files on your computer. When you put something in an archive, you're archiving it.",https://www.vocabulary.com/dictionary/archive
arid,lacking vitality or spirit; lifeless,"Arid is so dry that nothing will grow. Death Valley in California features an arid climate, which is why it's called Death Valley and not Life Valley.","Arid can also mean terribly dull or lifeless. A textbook about the climate of Death Valley might be called arid if it's written in an uninteresting way. Just like you wouldn't want to live in an arid climate, you wouldn't want to sit through an arid performance of the film-turned-musical, ""Some Like it Hot.""",https://www.vocabulary.com/dictionary/arid
armament,weaponry used by military or naval force,"Use the noun armament to talk about the kind of weapons that armies use when they wage wars. A tank, for example, is an armament.","The word armament is good for describing heavy duty weaponry and the equipment that's associated with it, like bombs, fighter jets, tanks, and assault rifles. It's even more common to use the plural form, armaments. In the seventeenth century, the word was mainly used to mean ""naval force equipped for war,"" and it comes from the Latin root armare, ""to arm, or to furnish with weapons.""",https://www.vocabulary.com/dictionary/armament
armistice,a state of peace agreed to between opponents,"When two sides of a war need a break from killing each other, they agree to an armistice, a temporary battle timeout. An armistice isn’t permanent, but it’s usually a sign that both sides want to give peace a chance.","War is exhausting, and sometimes you need an armistice to catch your breath and figure out a more peaceful way to live. The word has two Greek roots: arma which means “weapons,” and stitium which means “stoppage.” When you’re ready to stop using your weapons, it’s time to propose an armistice. Although the word looks like a mouthful, it’s easy to pronounce if you remember that it’s an arm with two rhymes: ARM-iss-tiss.",https://www.vocabulary.com/dictionary/armistice
arraign,call before a court to answer an indictment,"To arraign someone is to call the person before a court of law to be charged. You've probably seen it in movies. It's the part where an official charge is read and the accused responds by saying ""guilty"" or ""not guilty.""","Arraign comes from Old French, but it traces back to the Latin ad, meaning “to,” and ration, meaning “reason or account.” So if you arraign someone, it’s like you're presenting an account — a record — of the thing the person has done wrong. You're outlining a formal charge in court. Arraign can also be used more broadly to describe any accusation of wrongdoing.",https://www.vocabulary.com/dictionary/arraign
arrant,complete and without qualification,The word arrant intensifies. An arrant criminal is one heck of a criminal. Arrant nonsense is total nonsense.,"Do you struggle for adequate superlatives? If so, you might want to add arrant to your arsenal. It can be used to add emphasis to other words, most often negative words. Arrant rudeness is extreme rudeness. Arrant hypocrisy is very hypocritical. An arrant liar is a world-class liar. Arrant has a meaning similar to complete or utter. Like other intensifiers, arrant turns up the volume on another word.",https://www.vocabulary.com/dictionary/arrant
arrears,an unpaid overdue debt,"If you are in arrears, you are behind in the payment of a debt. Think: rears=behind. Arrears also refers to the unpaid, overdue debt itself. Your rent arrears are the money you own on rent.","Arrears is a term often used in a legal context––like, when you've had to hire a lawyer because you're being sued by your landlord, or being evicted because you're in arrears on your rent. Before it comes to eviction, though, you should try negotiating with your landlord first. They would probably be more interested in collecting arrears, even late, than in evicting you and starting with a new tenant from scratch.",https://www.vocabulary.com/dictionary/arrears
arsenal,all the weapons and equipment that a country has,An arsenal is a storehouse for weapons. It wouldn't be wise to let your enemies get a hold of the keys to your arsenal.,"Not just a place to store weapons, an arsenal can be a place to make weapons or it can mean the collection of weapons themselves: ""The air force had just added two top-secret fighter planes to its arsenal."" In a more general sense, the word can be a collection of anything used as a weapon, not just military weapons: ""She had a whole arsenal of witty comebacks for the lame pickup-lines guys tried out on her.""",https://www.vocabulary.com/dictionary/arsenal
articulate,express or state clearly,"To articulate is to say something. And, if you say it well, someone might praise you by saying you are articulate. Confused yet? It's all in the pronunciation.","Reach for articulate when you need an adjective meaning ""well-spoken"" (pronounced ar-TIC-yuh-lit) or a verb (ar-TIC-yuh-late) meaning ""to speak or express yourself clearly."" The key to understanding articulate's many uses is to think of the related noun article: an articulate person clearly pronounces each article of his or her speech (that is, each word and syllable), and an articulated joint is divided up into distinct articles, or parts.",https://www.vocabulary.com/dictionary/articulate
artisan,a skilled worker who practices some trade or handicraft,"An artisan has both the creativity and the skill to make a product. Wandering around a local craft fair, you will often see artisans selling handicrafts like pot holders or beaded jewelry.","In medieval times, blacksmiths, carpenters, and masons were artisan trades. Unskilled laborers were not. The hierarchy of skill and prestige among artisans, from apprentice to journeyman to master, is sometimes reflected in ranks among today’s trade union members. But today an artisan can just be someone who makes attractive and creative work with their hands, like jewelry or pottery. Although, if they're trying to sell their goods, it probably helps if they're very skilled.",https://www.vocabulary.com/dictionary/artisan
ascertain,learn or discover with confidence,Ascertain is a verb that means to find out something. You might have to go to the bank to ascertain if there is any money in your account.,"This is a formal word that often applies to discovering the facts or truth about something through examination or experimentation. Information that is ascertained is certain beyond a doubt. If you want a less formal synonym, use discover.",https://www.vocabulary.com/dictionary/ascertain
ascribe,attribute or credit to,"Ascribe means to give credit to, like if you ascribe the A you got on your group project to the hard work of your partners!","Ascribe's Latin root is ascribere, meaning basically ""to write in.'' Makes sense, because ascribe is often used to link writers to their words. Many a quirky quote, like ""Age is an issue of mind over matter. If you don't mind, it doesn't matter,"" is ascribed to that famous scribe Mark Twain. It can also be a way of blaming something — you might ascribe your bad attitude to your mom because she won't let you have cupcakes for dinner.",https://www.vocabulary.com/dictionary/ascribe
askance,with suspicion or disapproval,"You may have trouble watching a gory horror movie, but you also won't be able to look away. Find a happy medium by looking askance, or subtly out of the corner of your eye.","First used in the 1500's, no one is quite sure where the cockeyed, slanting adverb askance came from. Some people suspect that it evolved from the Latin a scancio, meaning “obliquely, slantingly,” while others argue that it’s just a variant of the word askew. How fitting for a word that describes a suspicious or distrusting manner of looking that we can't trace its etymology with any surety.",https://www.vocabulary.com/dictionary/askance
aspersion,a disparaging remark,"An aspersion is a disparaging remark. It almost invariably appears as a plural, following the word ""cast"" — when you cast aspersions on someone, you are questioning their abilities or doubting them.","Finding out that a field-hockey coach had never played the sport might cast aspersions on her ability to coach it. Wendy's ads don't come out and say that McDonald's hamburgers are made out of cardboard, but through shot after shot of their own thick and juicy and oddly square offering, they cast aspersions on the quarter-pounder.",https://www.vocabulary.com/dictionary/aspersion
assail,attack someone physically or emotionally,"To assail is to attack or assault — with throwing stars, fists, words or, less tangibly but just as violently, with troubles or doubts.","Believe it or not, assail evolved from the ancient Latin word assilire, which means ""to jump on."" So picture an attacker jumping on you, throwing punches and maybe some insults, too. Because assail also means to ridicule or heap your worries upon someone. As novelist Charlotte Bronte noted, “Conventionality is not morality. Self-righteousness is not religion. To attack the first is not to assail the last.” Think on that.",https://www.vocabulary.com/dictionary/assail
assert,declare or affirm solemnly and formally as true,"Asserting is all about standing up for what you believe. You might assert an opinion, your innocence, or even your authority over someone else.","The verb assert can be used for both opinions and for oneself. When asked, you can politely assert your desire to go to the amusement park for your birthday. If no one listens to you, you can assert yourself and forcefully state that you really want to go to the amusement park for your birthday. If that fails, you should just take yourself to the amusement park for your birthday. And get better friends.",https://www.vocabulary.com/dictionary/assert
